Timestamp,To what extent do you follow the news of the day in general?,What sources do you follow the news of the day?,Province of residence,Living Location,age,gender,Last education degree,How much did you follow the news ten years ago?,"Ten years ago, what sources did you follow the news of the day more?","Apart from news and news programs, what do you follow more in the media?"
05/10/2022 17:05:36,very much,"manoto, Instagram, Telegram",Qazvin,urban,37,male,bachelor's degree,some,Other satellite channels,"Movie and Serials, Educational or Teaching Programs, Comic Programs"
05/10/2022 17:06:26,much,"Iran International, Instagram, Twitter",Tehran,urban,26,male,bachelor's degree,some,national television,Sports programs
05/10/2022 17:08:03,very much,"national television, Iran International, Instagram",Tehran,urban,34,male,high school diploma,not at all,,Cooking programs
05/10/2022 17:08:16,much,"Iran International, manoto, Instagram",Tehran,urban,31,male,high school diploma,some,BBC,Documentary programs
05/10/2022 17:15:25,a little,"BBC, Instagram, Telegram",Fars,rural,33,male,associates degree,a lot,"BBC, Instagram","Comic programs, lectures / discussions / conversation"
05/10/2022 17:17:00,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America",Fars,urban,20,male,master's degree,little,"Internal television, Internal Newspapers","Sports programs, documentary programs"
05/10/2022 17:18:44,much,"Iran International, Instagram",Gilan,urban,35,male,master's degree,some,BBC,"Comic programs, lectures / discussions / conversation"
05/10/2022 17:18:50,much,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram",Kerman,urban,30,male,associates degree,some,"BBC, Voice of America, Radio Farda, other satellite channels","Sports Programs, Documentary Programs, Comic Programs, Speech / Discussion / Dialogue, Other Programs"
05/10/2022 17:20:34,much,"Iran International, Instagram",Gilan,urban,35,male,master's degree,some,BBC,"Comic programs, lectures / discussions / conversation"
05/10/2022 17:21:32,much,"Iran International, Telegram",East Azarbaijan,urban,29,male,bachelor's degree,a lot,BBC,"Movie and Serial, Sports Programs, Speech / Discussion / Dialogue"
05/10/2022 17:21:49,very much,"Iran International, manoto, Instagram",Western Azerbaijan,urban,46,male,high school diploma,very much,"Other satellite channels, Instagram","Movie and Serial, Comic Programs"
05/10/2022 17:21:58,very much,"Iran International, manoto, Radio Farda, Voice of America, Instagram, Telegram, WhatsApp, Twitter",Alborz,urban,45,male,high school diploma,a lot,"BBC, Voice of America, Radio Farda, other satellite channels","Sports programs, educational or lesson programs, documentary programs, cooking programs"
05/10/2022 17:23:06,a little,Instagram,Semnan,urban,22,male,master's degree,a lot,BBC,Sports programs
05/10/2022 17:23:15,much,Telegram,Alborz,urban,40,male,high school diploma,some,"BBC, Voice of America, Radio Farda","Movie and TV series, sports programs, documentary programs"
05/10/2022 17:26:05,much,Iran International,Tehran,urban,38,male,bachelor's degree,some,Voice of America,Art programs
05/10/2022 17:28:40,very much,"Iran International, manoto, Voice of America, Instagram",Tehran,urban,38,female,bachelor's degree,a lot,"BBC, Voice of America, Radio Farda, Instagram",Comic programs
05/10/2022 17:29:21,a little,Instagram,Khuzestan,urban,30,female,high school diploma,some,Other,"Movies and Serials, Educational or Lesson Programs, Cooking Programs"
05/10/2022 17:33:48,much,"BBC, manoto, Radio Farda, Instagram",Kermanshah,urban,31,male,master's degree,little,national television,"Art programs, documentary programs, comic programs, cooking programs"
05/10/2022 17:35:04,very much,"ICT, Iran International, Voice of America, Other Satellite Channels, Instagram, WhatsApp",Fars,urban,36,male,master's degree,very much,"Internal newspapers, BBC, Voice of America, News Website, Other",Documentary programs
05/10/2022 17:36:11,much,Instagram,Ardebil,urban,30,male,no high school diploma,some,national television,"Movies and Serials, Sports Programs, Educational Programs, Documentary Programs, Comic Programs"
05/10/2022 17:36:52,very much,manoto,Tehran,urban,50,male,high school diploma,very much,Internal newspapers,None
05/10/2022 17:40:47,much,"Iran International, BBC, Radio Farda, Voice of America, Instagram",Tehran,urban,30,male,bachelor's degree,very little,"Internal television, Internal Newspapers","Sports programs, comic programs"
05/10/2022 17:43:14,very much,"Voice of America, News websites, Instagram",Kerman,urban,32,male,bachelor's degree,very much,"Internal television, Internal Newspapers, Voice of America, Instagram","Movie & Serial, Lecture / Discussion / Dialogue"
05/10/2022 17:44:08,a little,"Iran International, BBC, manoto, Voice of America, Instagram",Tehran,urban,28,male,bachelor's degree,some,"BBC, Voice of America, Radio Farda","Movie and Serial, Documentary Programs, Comic Programs, Speech / Discussion / Dialogue"
05/10/2022 17:45:36,much,"manoto, Radio Farda, Instagram, Telegram",Tehran,urban,35,male,bachelor's degree,very little,Radio Farda,"Movie and Serial, Documentary Programs"
05/10/2022 17:47:35,very much,"Iran International, BBC, Radio Farda, Other Satellite Channels, Instagram",Kermanshah,urban,39,female,master's degree,very much,"Internal newspapers, BBC, Voice of America","Movie and Serial, Comic Programs, Speech / Discussion / Dialogue"
05/10/2022 17:48:18,a little,Instagram,Kordestan,urban,40,female,high school diploma,some,News websites,Other plans
05/10/2022 17:48:24,a little,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram, Telegram, WhatsApp",Tehran,urban,49,female,no high school diploma,little,national television,"Movie and Serial, Comic Programs, Speech / Discussion / Dialogue"
05/10/2022 17:49:23,a little,"Iran International, Instagram",Qazvin,urban,33,male,bachelor's degree,some,"Radio Farda, Facebook",None
05/10/2022 17:50:24,a little,"Iran International, BBC, manoto, Radio Farda, Voice of America, Instagram, Telegram, WhatsApp",Tehran,urban,49,female,no high school diploma,little,national television,"Movie and Serial, Comic Programs, Cooking Programs"
05/10/2022 17:52:27,very much,"BBC, Instagram",Tehran,urban,47,female,high school diploma,some,"BBC, Voice of America, Radio Farda","Movies and Serials, Educational or Teaching Programs, Art Programs, Documentary Programs, Comic Programs, Cooking Programs"
05/10/2022 17:56:17,much,"Iran International, BBC, Instagram",Tehran,urban,34,female,bachelor's degree,not at all,,"Teaching or Teaching Programs, Comic Programs, Child Programs"
05/10/2022 17:59:12,very much,"Iran International, manoto, Instagram, Telegram",Tehran,urban,37,male,master's degree,very much,"Voice of America, Radio Farda, Blogs","Movies and TV series, sports programs, documentary programs, comic programs, cooking programs, lectures / discussions / conversation"
05/10/2022 18:01:03,very much,"Iran International, manoto, Radio Farda, Voice of America, Instagram, Telegram",Tehran,urban,42,male,high school diploma,little,"BBC, Voice of America","Sports programs, comic programs"
05/10/2022 18:05:30,very much,"BBC, Instagram, Twitter",Bushehr,urban,36,male,associates degree,very much,"Internal newspapers, Facebook, blogs","Sports Programs, Speech / Discussion / Dialogue"
05/10/2022 18:06:33,much,"Other satellite channels, Instagram, Telegram, WhatsApp",Mazandaran,urban,40,male,high school diploma,not at all,,None
05/10/2022 18:07:53,very much,Iran International,Bushehr,urban,26,male,bachelor's degree,very little,national television,Movie and Serial
05/10/2022 18:11:01,very much,"Iran International, BBC, manoto, Radio Farda, Voice of America, other satellite channels, Instagram",Khuzestan,urban,35,male,high school diploma,very much,"BBC, Voice of America, Radio Farda, Other Satellite Channels, Instagram","Sports Programs, Speech / Discussion / Dialogue"
05/10/2022 18:12:49,very much,Instagram,Tehran,urban,31,male,bachelor's degree,very little,"BBC, Voice of America, Radio Farda, other satellite channels",Comic programs
05/10/2022 18:15:33,little,"manoto, Instagram",Tehran,urban,41,female,bachelor's degree,some,Internal newspapers,"Movies and Serials, Educational or Teaching Programs, Art Programs, Documentary Programs, Comic Programs, Cooking Programs"
05/10/2022 18:20:27,very much,"Iran International, manoto, Radio Farda, Instagram",Esfahan,urban,29,female,associates degree,little,"Other satellite channels, other","Movie and TV series, art programs, lectures / discussions / dialogue, other apps"
05/10/2022 18:22:06,much,Telegram,Tehran,urban,27,male,bachelor's degree,some,"Internal television, News websites","Movie and TV series, sports programs, comic programs"
05/10/2022 18:25:47,a little,"manoto, Radio Farda, Instagram, Telegram, WhatsApp",Khuzestan,urban,40,male,associates degree,very much,"Internal newspapers, BBC, Voice of America","Sports programs, comic programs"
05/10/2022 18:33:58,a little,Instagram,Tehran,urban,40,male,no high school diploma,little,News websites,Sports programs
05/10/2022 18:36:24,very much,manoto,Khuzestan,urban,36,female,high school diploma,some,Other satellite channels,Art programs
05/10/2022 18:36:40,very much,Instagram,Khuzestan,urban,32,female,associates degree,a lot,"Internal newspapers, BBC, Voice of America",None
05/10/2022 18:40:33,very much,"Iran International, Instagram",Khuzestan,urban,40,male,high school diploma,some,Radio Farda,None
05/10/2022 18:41:18,much,"News websites, Instagram",Khuzestan,urban,36,male,high school diploma,little,News websites,None
05/10/2022 18:41:29,very much,"Iran International, manoto, Instagram",Tehran,urban,29,male,bachelor's degree,a lot,"BBC, Voice of America, Facebook",Sports programs
05/10/2022 18:43:00,a little,"BBC, Instagram",Kerman,rural,30,male,high school diploma,very little,national television,None
05/10/2022 18:47:22,very much,"Iran International, manoto, Instagram, Telegram",Khorasan Razavi,urban,39,female,master's degree,very much,"BBC, Voice of America, other satellite channels","Movie and TV series, art programs, comic programs, lectures / discussions / conversation"
05/10/2022 18:55:56,much,"national television, Iran International",Esfahan,urban,53,male,bachelor's degree,very little,BBC,"Movie and TV series, sports programs"
05/10/2022 18:56:24,very much,Iran International,Tehran,urban,36,male,high school diploma,some,BBC,None
05/10/2022 18:58:45,much,Telegram,Tehran,urban,42,male,high school diploma,some,"Radio Farda, other satellite channels, Facebook",Documentary programs
05/10/2022 19:04:32,a little,"Iran International, Instagram",Khuzestan,urban,31,male,high school diploma,little,national television,Movie and Serial
05/10/2022 19:05:08,very much,Instagram,Qazvin,urban,25,male,bachelor's degree,some,"Internal television, Internal Newspapers","Movie and TV series, sports programs"
05/10/2022 19:07:32,very much,Instagram,Markazi,urban,36,female,high school diploma,very little,national television,Movie and Serial
05/10/2022 19:08:02,much,"Iran International, BBC, manoto, Radio Farda, Voice of America, News websites, Instagram, Telegram, Twitter",Alborz,urban,27,male,associates degree,some,"BBC, Voice of America, News websites, other satellite channels, Twitter","Movies and TV series, art programs, documentary programs, comic programs"
05/10/2022 19:10:53,a little,Instagram,Golestan,rural,46,male,no high school diploma,some,Other,Movie and Serial
05/10/2022 19:11:42,very much,"Iran International, BBC, manoto, Radio Farda, Instagram",Tehran,urban,20,male,high school diploma,not at all,,None
05/10/2022 19:12:18,a little,Iran International,Ardebil,urban,35,male,pdh and above,some,News websites,Sports programs
05/10/2022 19:12:40,much,"Iran International, BBC, Instagram, Telegram",Esfahan,urban,34,male,master's degree,very much,"Internal television, BBC, Voice of America, News websites, other satellite channels, Facebook, blogs","Movie and TV series, documentary programs, comic programs"
05/10/2022 19:14:06,very much,Instagram,Hamedan,urban,32,male,bachelor's degree,little,"Internal television, other satellite channels","Movie and Serial, Documentary Programs"
05/10/2022 19:16:44,very much,national television,Khuzestan,urban,38,male,associates degree,very little,national television,Movie and Serial
05/10/2022 19:17:04,much,"national television, Internal Newspapers",Mazandaran,urban,31,male,master's degree,a lot,"Internal televisioning, Internal Newspapers, News websites",Speech / Discussion / Dialogue
05/10/2022 19:23:37,very much,manoto,Tehran,urban,24,male,high school diploma,little,Other satellite channels,Sports programs
05/10/2022 19:24:52,much,"Iran International, Radio Farda, News websites, Instagram, Telegram",Esfahan,urban,35,male,master's degree,some,"Internal newspapers, Radio, Facebook","Teaching or Teaching Programs, Comic Programs, Cooking Programs, Lecture / Discussion / Dialogue"
05/10/2022 19:25:31,very much,"national televisioning, Internal Newspapers, News websites, Instagram, Telegram",Tehran,urban,30,male,master's degree,some,"Internal television, Internal Newspapers",Movie and Serial
